PassengerId,Age,SibSp,Parch,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Survived
464,48,0,0,0.0,1.0,0.0,1.0,0.0,0
465,43,0,0,0.0,1.0,0.0,0.0,1.0,0
466,38,0,0,0.0,1.0,0.0,0.0,1.0,0
467,47,0,0,0.0,1.0,0.0,1.0,0.0,0
468,56,0,0,0.0,1.0,1.0,0.0,0.0,0
469,28,0,0,0.0,1.0,0.0,0.0,1.0,0
470,0,2,1,1.0,0.0,0.0,0.0,1.0,1
471,19,0,0,0.0,1.0,0.0,0.0,1.0,0
472,38,0,0,0.0,1.0,0.0,0.0,1.0,0
473,33,1,2,1.0,0.0,0.0,1.0,0.0,1
474,23,0,0,1.0,0.0,0.0,1.0,0.0,1
475,22,0,0,1.0,0.0,0.0,0.0,1.0,0
476,28,0,0,0.0,1.0,1.0,0.0,0.0,0
477,34,1,0,0.0,1.0,0.0,1.0,0.0,0
478,29,1,0,0.0,1.0,0.0,0.0,1.0,0
479,22,0,0,0.0,1.0,0.0,0.0,1.0,0
480,2,0,1,1.0,0.0,0.0,0.0,1.0,1
481,9,5,2,0.0,1.0,0.0,0.0,1.0,0
482,29,0,0,0.0,1.0,0.0,1.0,0.0,0
483,50,0,0,0.0,1.0,0.0,0.0,1.0,0
484,63,0,0,1.0,0.0,0.0,0.0,1.0,1
485,25,1,0,0.0,1.0,1.0,0.0,0.0,1
486,30,3,1,1.0,0.0,0.0,0.0,1.0,0
487,35,1,0,1.0,0.0,1.0,0.0,0.0,1
488,58,0,0,0.0,1.0,1.0,0.0,0.0,0
489,30,0,0,0.0,1.0,0.0,0.0,1.0,0
490,9,1,1,0.0,1.0,0.0,0.0,1.0,1
491,15,1,0,0.0,1.0,0.0,0.0,1.0,0
492,21,0,0,0.0,1.0,0.0,0.0,1.0,0
493,55,0,0,0.0,1.0,1.0,0.0,0.0,0
494,71,0,0,0.0,1.0,1.0,0.0,0.0,0
495,21,0,0,0.0,1.0,0.0,0.0,1.0,0
496,37,0,0,0.0,1.0,0.0,0.0,1.0,0
497,54,1,0,1.0,0.0,1.0,0.0,0.0,1
498,39,0,0,0.0,1.0,0.0,0.0,1.0,0
499,25,1,2,1.0,0.0,1.0,0.0,0.0,0
500,24,0,0,0.0,1.0,0.0,0.0,1.0,0
501,17,0,0,0.0,1.0,0.0,0.0,1.0,0
502,21,0,0,1.0,0.0,0.0,0.0,1.0,0
503,29,0,0,1.0,0.0,0.0,0.0,1.0,0
504,37,0,0,1.0,0.0,0.0,0.0,1.0,0
505,16,0,0,1.0,0.0,1.0,0.0,0.0,1
506,18,1,0,0.0,1.0,1.0,0.0,0.0,0
507,33,0,2,1.0,0.0,0.0,1.0,0.0,1
508,30,0,0,0.0,1.0,1.0,0.0,0.0,1
509,28,0,0,0.0,1.0,0.0,0.0,1.0,0
510,26,0,0,0.0,1.0,0.0,0.0,1.0,1
511,29,0,0,0.0,1.0,0.0,0.0,1.0,1
512,32,0,0,0.0,1.0,0.0,0.0,1.0,0
513,36,0,0,0.0,1.0,1.0,0.0,0.0,1
514,54,1,0,1.0,0.0,1.0,0.0,0.0,1
515,24,0,0,0.0,1.0,0.0,0.0,1.0,0
516,47,0,0,0.0,1.0,1.0,0.0,0.0,0
517,34,0,0,1.0,0.0,0.0,1.0,0.0,1
518,35,0,0,0.0,1.0,0.0,0.0,1.0,0
519,36,1,0,1.0,0.0,0.0,1.0,0.0,1
520,32,0,0,0.0,1.0,0.0,0.0,1.0,0
521,30,0,0,1.0,0.0,1.0,0.0,0.0,1
522,22,0,0,0.0,1.0,0.0,0.0,1.0,0
523,33,0,0,0.0,1.0,0.0,0.0,1.0,0
524,44,0,1,1.0,0.0,1.0,0.0,0.0,1
525,42,0,0,0.0,1.0,0.0,0.0,1.0,0
526,40,0,0,0.0,1.0,0.0,0.0,1.0,0
527,50,0,0,1.0,0.0,0.0,1.0,0.0,1
528,44,0,0,0.0,1.0,1.0,0.0,0.0,0
529,39,0,0,0.0,1.0,0.0,0.0,1.0,0
530,23,2,1,0.0,1.0,0.0,1.0,0.0,0
531,2,1,1,1.0,0.0,0.0,1.0,0.0,1
532,9,0,0,0.0,1.0,0.0,0.0,1.0,0
533,17,1,1,0.0,1.0,0.0,0.0,1.0,0
534,23,0,2,1.0,0.0,0.0,0.0,1.0,1
535,30,0,0,1.0,0.0,0.0,0.0,1.0,0
536,7,0,2,1.0,0.0,0.0,1.0,0.0,1
537,45,0,0,0.0,1.0,1.0,0.0,0.0,0
538,30,0,0,1.0,0.0,1.0,0.0,0.0,1
539,26,0,0,0.0,1.0,0.0,0.0,1.0,0
540,22,0,2,1.0,0.0,1.0,0.0,0.0,1
541,36,0,2,1.0,0.0,1.0,0.0,0.0,1
542,9,4,2,1.0,0.0,0.0,0.0,1.0,0
543,11,4,2,1.0,0.0,0.0,0.0,1.0,0
544,32,1,0,0.0,1.0,0.0,1.0,0.0,1
545,50,1,0,0.0,1.0,1.0,0.0,0.0,0
546,64,0,0,0.0,1.0,1.0,0.0,0.0,0
547,19,1,0,1.0,0.0,0.0,1.0,0.0,1
548,26,0,0,0.0,1.0,0.0,1.0,0.0,1
549,33,1,1,0.0,1.0,0.0,0.0,1.0,0
550,8,1,1,0.0,1.0,0.0,1.0,0.0,1
551,17,0,2,0.0,1.0,1.0,0.0,0.0,1
552,27,0,0,0.0,1.0,0.0,1.0,0.0,0
553,24,0,0,0.0,1.0,0.0,0.0,1.0,0
554,22,0,0,0.0,1.0,0.0,0.0,1.0,1
555,22,0,0,1.0,0.0,0.0,0.0,1.0,1
556,62,0,0,0.0,1.0,1.0,0.0,0.0,0
557,48,1,0,1.0,0.0,1.0,0.0,0.0,1
558,43,0,0,0.0,1.0,1.0,0.0,0.0,0
559,39,1,1,1.0,0.0,1.0,0.0,0.0,1
560,36,1,0,1.0,0.0,0.0,0.0,1.0,1
561,38,0,0,0.0,1.0,0.0,0.0,1.0,0
562,40,0,0,0.0,1.0,0.0,0.0,1.0,0
563,28,0,0,0.0,1.0,0.0,1.0,0.0,0
564,26,0,0,0.0,1.0,0.0,0.0,1.0,0
565,25,0,0,1.0,0.0,0.0,0.0,1.0,0
566,24,2,0,0.0,1.0,0.0,0.0,1.0,0
567,19,0,0,0.0,1.0,0.0,0.0,1.0,0
568,29,0,4,1.0,0.0,0.0,0.0,1.0,0
569,30,0,0,0.0,1.0,0.0,0.0,1.0,0
570,32,0,0,0.0,1.0,0.0,0.0,1.0,1
571,62,0,0,0.0,1.0,0.0,1.0,0.0,1
572,53,2,0,1.0,0.0,1.0,0.0,0.0,1
573,36,0,0,0.0,1.0,1.0,0.0,0.0,1
574,26,0,0,1.0,0.0,0.0,0.0,1.0,1
575,16,0,0,0.0,1.0,0.0,0.0,1.0,0
576,19,0,0,0.0,1.0,0.0,0.0,1.0,0
577,34,0,0,1.0,0.0,0.0,1.0,0.0,1
578,39,1,0,1.0,0.0,1.0,0.0,0.0,1
579,35,1,0,1.0,0.0,0.0,0.0,1.0,0
580,32,0,0,0.0,1.0,0.0,0.0,1.0,1
581,25,1,1,1.0,0.0,0.0,1.0,0.0,1
582,39,1,1,1.0,0.0,1.0,0.0,0.0,1
583,54,0,0,0.0,1.0,0.0,1.0,0.0,0
584,36,0,0,0.0,1.0,1.0,0.0,0.0,0
585,27,0,0,0.0,1.0,0.0,0.0,1.0,0
586,18,0,2,1.0,0.0,1.0,0.0,0.0,1
587,47,0,0,0.0,1.0,0.0,1.0,0.0,0
588,60,1,1,0.0,1.0,1.0,0.0,0.0,1
589,22,0,0,0.0,1.0,0.0,0.0,1.0,0
590,28,0,0,0.0,1.0,0.0,0.0,1.0,0
591,35,0,0,0.0,1.0,0.0,0.0,1.0,0
592,52,1,0,1.0,0.0,1.0,0.0,0.0,1
593,47,0,0,0.0,1.0,0.0,0.0,1.0,0
594,42,0,2,1.0,0.0,0.0,0.0,1.0,0
595,37,1,0,0.0,1.0,0.0,1.0,0.0,0
596,36,1,1,0.0,1.0,0.0,0.0,1.0,0
597,42,0,0,1.0,0.0,0.0,1.0,0.0,1
598,49,0,0,0.0,1.0,0.0,0.0,1.0,0
599,49,0,0,0.0,1.0,0.0,0.0,1.0,0
600,49,1,0,0.0,1.0,1.0,0.0,0.0,1
601,24,2,1,1.0,0.0,0.0,1.0,0.0,1
602,30,0,0,0.0,1.0,0.0,0.0,1.0,0
603,37,0,0,0.0,1.0,1.0,0.0,0.0,0
604,44,0,0,0.0,1.0,0.0,0.0,1.0,0
605,35,0,0,0.0,1.0,1.0,0.0,0.0,1
606,36,1,0,0.0,1.0,0.0,0.0,1.0,0
607,30,0,0,0.0,1.0,0.0,0.0,1.0,0
608,27,0,0,0.0,1.0,1.0,0.0,0.0,1
609,22,1,2,1.0,0.0,0.0,1.0,0.0,1
610,40,0,0,1.0,0.0,1.0,0.0,0.0,1
611,39,1,5,1.0,0.0,0.0,0.0,1.0,0
612,38,0,0,0.0,1.0,0.0,0.0,1.0,0
613,37,1,0,1.0,0.0,0.0,0.0,1.0,1
614,36,0,0,0.0,1.0,0.0,0.0,1.0,0
615,35,0,0,0.0,1.0,0.0,0.0,1.0,0
616,24,1,2,1.0,0.0,0.0,1.0,0.0,1
617,34,1,1,0.0,1.0,0.0,0.0,1.0,0
618,26,1,0,1.0,0.0,0.0,0.0,1.0,0
619,4,2,1,1.0,0.0,0.0,1.0,0.0,1
620,26,0,0,0.0,1.0,0.0,1.0,0.0,0
621,27,1,0,0.0,1.0,0.0,0.0,1.0,0
622,42,1,0,0.0,1.0,1.0,0.0,0.0,1
623,20,1,1,0.0,1.0,0.0,0.0,1.0,1
624,21,0,0,0.0,1.0,0.0,0.0,1.0,0
625,21,0,0,0.0,1.0,0.0,0.0,1.0,0
626,61,0,0,0.0,1.0,1.0,0.0,0.0,0
627,57,0,0,0.0,1.0,0.0,1.0,0.0,0
628,21,0,0,1.0,0.0,1.0,0.0,0.0,1
629,26,0,0,0.0,1.0,0.0,0.0,1.0,0
630,53,0,0,0.0,1.0,0.0,0.0,1.0,0
631,80,0,0,0.0,1.0,1.0,0.0,0.0,1
632,51,0,0,0.0,1.0,0.0,0.0,1.0,0
633,32,0,0,0.0,1.0,1.0,0.0,0.0,1
634,20,0,0,0.0,1.0,1.0,0.0,0.0,0
635,9,3,2,1.0,0.0,0.0,0.0,1.0,0
636,28,0,0,1.0,0.0,0.0,1.0,0.0,1
637,32,0,0,0.0,1.0,0.0,0.0,1.0,0
638,31,1,1,0.0,1.0,0.0,1.0,0.0,0
639,41,0,5,1.0,0.0,0.0,0.0,1.0,0
640,30,1,0,0.0,1.0,0.0,0.0,1.0,0
641,20,0,0,0.0,1.0,0.0,0.0,1.0,0
642,24,0,0,1.0,0.0,1.0,0.0,0.0,1
643,2,3,2,1.0,0.0,0.0,0.0,1.0,0
644,1,0,0,0.0,1.0,0.0,0.0,1.0,1
645,0,2,1,1.0,0.0,0.0,0.0,1.0,1
646,48,1,0,0.0,1.0,1.0,0.0,0.0,1
647,19,0,0,0.0,1.0,0.0,0.0,1.0,0
648,56,0,0,0.0,1.0,1.0,0.0,0.0,1
649,39,0,0,0.0,1.0,0.0,0.0,1.0,0
650,23,0,0,1.0,0.0,0.0,0.0,1.0,1
651,20,0,0,0.0,1.0,0.0,0.0,1.0,0
652,18,0,1,1.0,0.0,0.0,1.0,0.0,1
653,21,0,0,0.0,1.0,0.0,0.0,1.0,0
654,19,0,0,1.0,0.0,0.0,0.0,1.0,1
655,18,0,0,1.0,0.0,0.0,0.0,1.0,0
656,24,2,0,0.0,1.0,0.0,1.0,0.0,0
657,28,0,0,0.0,1.0,0.0,0.0,1.0,0
658,32,1,1,1.0,0.0,0.0,0.0,1.0,0
659,23,0,0,0.0,1.0,0.0,1.0,0.0,0
660,58,0,2,0.0,1.0,1.0,0.0,0.0,0
661,50,2,0,0.0,1.0,1.0,0.0,0.0,1
662,40,0,0,0.0,1.0,0.0,0.0,1.0,0
663,47,0,0,0.0,1.0,1.0,0.0,0.0,0
664,36,0,0,0.0,1.0,0.0,0.0,1.0,0
665,20,1,0,0.0,1.0,0.0,0.0,1.0,1
666,32,2,0,0.0,1.0,0.0,1.0,0.0,0
667,25,0,0,0.0,1.0,0.0,1.0,0.0,0
668,34,0,0,0.0,1.0,0.0,0.0,1.0,0
669,43,0,0,0.0,1.0,0.0,0.0,1.0,0
670,41,1,0,1.0,0.0,1.0,0.0,0.0,1
671,40,1,1,1.0,0.0,0.0,1.0,0.0,1
672,31,1,0,0.0,1.0,1.0,0.0,0.0,0
673,70,0,0,0.0,1.0,0.0,1.0,0.0,0
674,31,0,0,0.0,1.0,0.0,1.0,0.0,1
675,24,0,0,0.0,1.0,0.0,1.0,0.0,0
676,18,0,0,0.0,1.0,0.0,0.0,1.0,0
677,24,0,0,0.0,1.0,0.0,0.0,1.0,0
678,18,0,0,1.0,0.0,0.0,0.0,1.0,1
679,43,1,6,1.0,0.0,0.0,0.0,1.0,0
680,36,0,1,0.0,1.0,1.0,0.0,0.0,1
681,31,0,0,1.0,0.0,0.0,0.0,1.0,0
682,27,0,0,0.0,1.0,1.0,0.0,0.0,1
683,20,0,0,0.0,1.0,0.0,0.0,1.0,0
684,14,5,2,0.0,1.0,0.0,0.0,1.0,0
685,60,1,1,0.0,1.0,0.0,1.0,0.0,0
686,25,1,2,0.0,1.0,0.0,1.0,0.0,0
687,14,4,1,0.0,1.0,0.0,0.0,1.0,0
688,19,0,0,0.0,1.0,0.0,0.0,1.0,0
689,18,0,0,0.0,1.0,0.0,0.0,1.0,0
690,15,0,1,1.0,0.0,1.0,0.0,0.0,1
691,31,1,0,0.0,1.0,1.0,0.0,0.0,1
692,4,0,1,1.0,0.0,0.0,0.0,1.0,1
693,14,0,0,0.0,1.0,0.0,0.0,1.0,1
694,25,0,0,0.0,1.0,0.0,0.0,1.0,0
695,60,0,0,0.0,1.0,1.0,0.0,0.0,0
696,52,0,0,0.0,1.0,0.0,1.0,0.0,0
697,44,0,0,0.0,1.0,0.0,0.0,1.0,0
698,46,0,0,1.0,0.0,0.0,0.0,1.0,1
699,49,1,1,0.0,1.0,1.0,0.0,0.0,0
700,42,0,0,0.0,1.0,0.0,0.0,1.0,0
701,18,1,0,1.0,0.0,1.0,0.0,0.0,1
702,35,0,0,0.0,1.0,1.0,0.0,0.0,1
703,18,0,1,1.0,0.0,0.0,0.0,1.0,0
704,25,0,0,0.0,1.0,0.0,0.0,1.0,0
705,26,1,0,0.0,1.0,0.0,0.0,1.0,0
706,39,0,0,0.0,1.0,0.0,1.0,0.0,0
707,45,0,0,1.0,0.0,0.0,1.0,0.0,1
708,42,0,0,0.0,1.0,1.0,0.0,0.0,1
709,22,0,0,1.0,0.0,1.0,0.0,0.0,1
710,23,1,1,0.0,1.0,0.0,0.0,1.0,1
711,24,0,0,1.0,0.0,1.0,0.0,0.0,1
712,36,0,0,0.0,1.0,1.0,0.0,0.0,0
713,48,1,0,0.0,1.0,1.0,0.0,0.0,1
714,29,0,0,0.0,1.0,0.0,0.0,1.0,0
715,52,0,0,0.0,1.0,0.0,1.0,0.0,0
716,19,0,0,0.0,1.0,0.0,0.0,1.0,0
717,38,0,0,1.0,0.0,1.0,0.0,0.0,1
718,27,0,0,1.0,0.0,0.0,1.0,0.0,1
719,30,0,0,0.0,1.0,0.0,0.0,1.0,0
720,33,0,0,0.0,1.0,0.0,0.0,1.0,0
721,6,0,1,1.0,0.0,0.0,1.0,0.0,1
722,17,1,0,0.0,1.0,0.0,0.0,1.0,0
723,34,0,0,0.0,1.0,0.0,1.0,0.0,0
724,50,0,0,0.0,1.0,0.0,1.0,0.0,0
725,27,1,0,0.0,1.0,1.0,0.0,0.0,1
726,20,0,0,0.0,1.0,0.0,0.0,1.0,0
727,30,3,0,1.0,0.0,0.0,1.0,0.0,1
728,27,0,0,1.0,0.0,0.0,0.0,1.0,1
729,25,1,0,0.0,1.0,0.0,1.0,0.0,0
730,25,1,0,1.0,0.0,0.0,0.0,1.0,0
731,29,0,0,1.0,0.0,1.0,0.0,0.0,1
732,11,0,0,0.0,1.0,0.0,0.0,1.0,0
733,17,0,0,0.0,1.0,0.0,1.0,0.0,0
734,23,0,0,0.0,1.0,0.0,1.0,0.0,0
735,23,0,0,0.0,1.0,0.0,1.0,0.0,0
736,28,0,0,0.0,1.0,0.0,0.0,1.0,0
737,48,1,3,1.0,0.0,0.0,0.0,1.0,0
738,35,0,0,0.0,1.0,1.0,0.0,0.0,1
739,35,0,0,0.0,1.0,0.0,0.0,1.0,0
740,35,0,0,0.0,1.0,0.0,0.0,1.0,0
741,35,0,0,0.0,1.0,1.0,0.0,0.0,1
742,36,1,0,0.0,1.0,1.0,0.0,0.0,0
743,21,2,2,1.0,0.0,1.0,0.0,0.0,1
744,24,1,0,0.0,1.0,0.0,0.0,1.0,0
745,31,0,0,0.0,1.0,0.0,0.0,1.0,1
746,70,1,1,0.0,1.0,1.0,0.0,0.0,0
747,16,1,1,0.0,1.0,0.0,0.0,1.0,0
748,30,0,0,1.0,0.0,0.0,1.0,0.0,1
749,19,1,0,0.0,1.0,1.0,0.0,0.0,0
750,31,0,0,0.0,1.0,0.0,0.0,1.0,0
751,4,1,1,1.0,0.0,0.0,1.0,0.0,1
752,6,0,1,0.0,1.0,0.0,0.0,1.0,1
753,33,0,0,0.0,1.0,0.0,0.0,1.0,0
754,23,0,0,0.0,1.0,0.0,0.0,1.0,0
755,48,1,2,1.0,0.0,0.0,1.0,0.0,1
756,0,1,1,0.0,1.0,0.0,1.0,0.0,1
757,28,0,0,0.0,1.0,0.0,0.0,1.0,0
758,18,0,0,0.0,1.0,0.0,1.0,0.0,0
759,34,0,0,0.0,1.0,0.0,0.0,1.0,0
760,33,0,0,1.0,0.0,1.0,0.0,0.0,1
761,37,0,0,0.0,1.0,0.0,0.0,1.0,0
762,41,0,0,0.0,1.0,0.0,0.0,1.0,0
763,20,0,0,0.0,1.0,0.0,0.0,1.0,1
764,36,1,2,1.0,0.0,1.0,0.0,0.0,1
765,16,0,0,0.0,1.0,0.0,0.0,1.0,0
766,51,1,0,1.0,0.0,1.0,0.0,0.0,1
767,40,0,0,0.0,1.0,1.0,0.0,0.0,0
768,30,0,0,1.0,0.0,0.0,0.0,1.0,0
769,31,1,0,0.0,1.0,0.0,0.0,1.0,0
770,32,0,0,0.0,1.0,0.0,0.0,1.0,0
771,24,0,0,0.0,1.0,0.0,0.0,1.0,0
772,48,0,0,0.0,1.0,0.0,0.0,1.0,0
773,57,0,0,1.0,0.0,0.0,1.0,0.0,0
774,55,0,0,0.0,1.0,0.0,0.0,1.0,0
775,54,1,3,1.0,0.0,0.0,1.0,0.0,1
776,18,0,0,0.0,1.0,0.0,0.0,1.0,0
777,11,0,0,0.0,1.0,0.0,0.0,1.0,0
778,5,0,0,1.0,0.0,0.0,0.0,1.0,1
779,24,0,0,0.0,1.0,0.0,0.0,1.0,0
780,43,0,1,1.0,0.0,1.0,0.0,0.0,1
781,13,0,0,1.0,0.0,0.0,0.0,1.0,1
782,17,1,0,1.0,0.0,1.0,0.0,0.0,1
783,29,0,0,0.0,1.0,1.0,0.0,0.0,0
784,27,1,2,0.0,1.0,0.0,0.0,1.0,0
785,25,0,0,0.0,1.0,0.0,0.0,1.0,0
786,25,0,0,0.0,1.0,0.0,0.0,1.0,0
787,18,0,0,1.0,0.0,0.0,0.0,1.0,1
788,8,4,1,0.0,1.0,0.0,0.0,1.0,0
789,1,1,2,0.0,1.0,0.0,0.0,1.0,1
790,46,0,0,0.0,1.0,1.0,0.0,0.0,0
791,31,0,0,0.0,1.0,0.0,0.0,1.0,0
792,16,0,0,0.0,1.0,0.0,1.0,0.0,0
793,19,8,2,1.0,0.0,0.0,0.0,1.0,0
794,22,0,0,0.0,1.0,1.0,0.0,0.0,0
795,25,0,0,0.0,1.0,0.0,0.0,1.0,0
796,39,0,0,0.0,1.0,0.0,1.0,0.0,0
797,49,0,0,1.0,0.0,1.0,0.0,0.0,1
798,31,0,0,1.0,0.0,0.0,0.0,1.0,1
799,30,0,0,0.0,1.0,0.0,0.0,1.0,0
800,30,1,1,1.0,0.0,0.0,0.0,1.0,0
801,34,0,0,0.0,1.0,0.0,1.0,0.0,0
802,31,1,1,1.0,0.0,0.0,1.0,0.0,1
803,11,1,2,0.0,1.0,1.0,0.0,0.0,1
804,0,0,1,0.0,1.0,0.0,0.0,1.0,1
805,27,0,0,0.0,1.0,0.0,0.0,1.0,1
806,31,0,0,0.0,1.0,0.0,0.0,1.0,0
807,39,0,0,0.0,1.0,1.0,0.0,0.0,0
808,18,0,0,1.0,0.0,0.0,0.0,1.0,0
809,39,0,0,0.0,1.0,0.0,1.0,0.0,0
810,33,1,0,1.0,0.0,1.0,0.0,0.0,1
811,26,0,0,0.0,1.0,0.0,0.0,1.0,0
812,39,0,0,0.0,1.0,0.0,0.0,1.0,0
813,35,0,0,0.0,1.0,0.0,1.0,0.0,0
814,6,4,2,1.0,0.0,0.0,0.0,1.0,0
815,30,0,0,0.0,1.0,0.0,0.0,1.0,0
816,26,0,0,0.0,1.0,1.0,0.0,0.0,0
817,23,0,0,1.0,0.0,0.0,0.0,1.0,0
818,31,1,1,0.0,1.0,0.0,1.0,0.0,0
819,43,0,0,0.0,1.0,0.0,0.0,1.0,0
820,10,3,2,0.0,1.0,0.0,0.0,1.0,0
821,52,1,1,1.0,0.0,1.0,0.0,0.0,1
822,27,0,0,0.0,1.0,0.0,0.0,1.0,1
823,38,0,0,0.0,1.0,1.0,0.0,0.0,0
824,27,0,1,1.0,0.0,0.0,0.0,1.0,1
825,2,4,1,0.0,1.0,0.0,0.0,1.0,0
826,1,0,0,0.0,1.0,0.0,0.0,1.0,0
827,1,0,0,0.0,1.0,0.0,0.0,1.0,0
828,1,0,2,0.0,1.0,0.0,1.0,0.0,1
829,31,0,0,0.0,1.0,0.0,0.0,1.0,1
830,62,0,0,1.0,0.0,1.0,0.0,0.0,1
831,15,1,0,1.0,0.0,0.0,0.0,1.0,1
832,0,1,1,0.0,1.0,0.0,1.0,0.0,1
833,11,0,0,0.0,1.0,0.0,0.0,1.0,0
834,23,0,0,0.0,1.0,0.0,0.0,1.0,0
835,18,0,0,0.0,1.0,0.0,0.0,1.0,0
836,39,1,1,1.0,0.0,1.0,0.0,0.0,1
837,21,0,0,0.0,1.0,0.0,0.0,1.0,0
838,26,0,0,0.0,1.0,0.0,0.0,1.0,0
839,32,0,0,0.0,1.0,0.0,0.0,1.0,1
840,26,0,0,0.0,1.0,1.0,0.0,0.0,1
841,20,0,0,0.0,1.0,0.0,0.0,1.0,0
842,16,0,0,0.0,1.0,0.0,1.0,0.0,0
843,30,0,0,1.0,0.0,1.0,0.0,0.0,1
844,34,0,0,0.0,1.0,0.0,0.0,1.0,0
845,17,0,0,0.0,1.0,0.0,0.0,1.0,0
846,42,0,0,0.0,1.0,0.0,0.0,1.0,0
847,38,8,2,0.0,1.0,0.0,0.0,1.0,0
848,35,0,0,0.0,1.0,0.0,0.0,1.0,0
849,28,0,1,0.0,1.0,0.0,1.0,0.0,0
850,16,1,0,1.0,0.0,1.0,0.0,0.0,1
851,4,4,2,0.0,1.0,0.0,0.0,1.0,0
852,74,0,0,0.0,1.0,0.0,0.0,1.0,0
853,9,1,1,1.0,0.0,0.0,0.0,1.0,0
854,16,0,1,1.0,0.0,1.0,0.0,0.0,1
855,44,1,0,1.0,0.0,0.0,1.0,0.0,0
856,18,0,1,1.0,0.0,0.0,0.0,1.0,1
857,45,1,1,1.0,0.0,1.0,0.0,0.0,1
858,51,0,0,0.0,1.0,1.0,0.0,0.0,1
859,24,0,3,1.0,0.0,0.0,0.0,1.0,1
860,32,0,0,0.0,1.0,0.0,0.0,1.0,0
861,41,2,0,0.0,1.0,0.0,0.0,1.0,0
862,21,1,0,0.0,1.0,0.0,1.0,0.0,0
863,48,0,0,1.0,0.0,1.0,0.0,0.0,1
864,36,8,2,1.0,0.0,0.0,0.0,1.0,0
865,24,0,0,0.0,1.0,0.0,1.0,0.0,0
866,42,0,0,1.0,0.0,0.0,1.0,0.0,1
867,27,1,0,1.0,0.0,0.0,1.0,0.0,1
868,31,0,0,0.0,1.0,1.0,0.0,0.0,0
869,17,0,0,0.0,1.0,0.0,0.0,1.0,0
870,4,1,1,0.0,1.0,0.0,0.0,1.0,1
871,26,0,0,0.0,1.0,0.0,0.0,1.0,0
872,47,1,1,1.0,0.0,1.0,0.0,0.0,1
873,33,0,0,0.0,1.0,1.0,0.0,0.0,0
874,47,0,0,0.0,1.0,0.0,0.0,1.0,0
875,28,1,0,1.0,0.0,0.0,1.0,0.0,1
876,15,0,0,1.0,0.0,0.0,0.0,1.0,1
877,20,0,0,0.0,1.0,0.0,0.0,1.0,0
878,19,0,0,0.0,1.0,0.0,0.0,1.0,0
879,37,0,0,0.0,1.0,0.0,0.0,1.0,0
880,56,0,1,1.0,0.0,1.0,0.0,0.0,1
881,25,0,1,1.0,0.0,0.0,1.0,0.0,1
882,33,0,0,0.0,1.0,0.0,0.0,1.0,0
883,22,0,0,1.0,0.0,0.0,0.0,1.0,0
884,28,0,0,0.0,1.0,0.0,1.0,0.0,0
885,25,0,0,0.0,1.0,0.0,0.0,1.0,0
886,39,0,5,1.0,0.0,0.0,0.0,1.0,0
887,27,0,0,0.0,1.0,0.0,1.0,0.0,0
888,19,0,0,1.0,0.0,1.0,0.0,0.0,1
889,22,1,2,1.0,0.0,0.0,0.0,1.0,0
890,26,0,0,0.0,1.0,1.0,0.0,0.0,1
891,32,0,0,0.0,1.0,0.0,0.0,1.0,0
